ID;NAME;DESCRIPTION;PARENTCODE;ORDER
TOTAL;Mensual;(TOTAL) Mensual;;0
193510;1935-Octubre;(193510) 1935-Octubre;;193510
193511;1935-Noviembre;(193511) 1935-Noviembre;;193511
193512;1935-Diciembre;(193512) 1935-Diciembre;;193512
193401;1934-Enero;(193401) 1934-Enero;;193401
193402;1934-Febrero;(193402) 1934-Febrero;;193402
193403;1934-Marzo;(193403) 1934-Marzo;;193403
193404;1934-Abril;(193404) 1934-Abril;;193404
193405;1934-Mayo;(193405) 1934-Mayo;;193405
193406;1934-Junio;(193406) 1934-Junio;;193406
193407;1934-Julio;(193407) 1934-Julio;;193407
193408;1934-Agosto;(193408) 1934-Agosto;;193408
193409;1934-Septiembre;(193409) 1934-Septiembre;;193409
193410;1934-Octubre;(193410) 1934-Octubre;;193410
193411;1934-Noviembre;(193411) 1934-Noviembre;;193411
193412;1934-Diciembre;(193412) 1934-Diciembre;;193412
193301;1933-Enero;(193301) 1933-Enero;;193301
193302;1933-Febrero;(193302) 1933-Febrero;;193302
193303;1933-Marzo;(193303) 1933-Marzo;;193303
193304;1933-Abril;(193304) 1933-Abril;;193304
193305;1933-Mayo;(193305) 1933-Mayo;;193305
193306;1933-Junio;(193306) 1933-Junio;;193306
193307;1933-Julio;(193307) 1933-Julio;;193307
193308;1933-Agosto;(193308) 1933-Agosto;;193308
193309;1933-Septiembre;(193309) 1933-Septiembre;;193309
193310;1933-Octubre;(193310) 1933-Octubre;;193310
193311;1933-Noviembre;(193311) 1933-Noviembre;;193311
193312;1933-Diciembre;(193312) 1933-Diciembre;;193312
193201;1932-Enero;(193201) 1932-Enero;;193201
193202;1932-Febrero;(193202) 1932-Febrero;;193202
193203;1932-Marzo;(193203) 1932-Marzo;;193203
193204;1932-Abril;(193204) 1932-Abril;;193204
193205;1932-Mayo;(193205) 1932-Mayo;;193205
193206;1932-Junio;(193206) 1932-Junio;;193206
193207;1932-Julio;(193207) 1932-Julio;;193207
193208;1932-Agosto;(193208) 1932-Agosto;;193208
193209;1932-Septiembre;(193209) 1932-Septiembre;;193209
193210;1932-Octubre;(193210) 1932-Octubre;;193210
193211;1932-Noviembre;(193211) 1932-Noviembre;;193211
193212;1932-Diciembre;(193212) 1932-Diciembre;;193212
193101;1931-Enero;(193101) 1931-Enero;;193101
193102;1931-Febrero;(193102) 1931-Febrero;;193102
193103;1931-Marzo;(193103) 1931-Marzo;;193103
193104;1931-Abril;(193104) 1931-Abril;;193104
193105;1931-Mayo;(193105) 1931-Mayo;;193105
193106;1931-Junio;(193106) 1931-Junio;;193106
193107;1931-Julio;(193107) 1931-Julio;;193107
193108;1931-Agosto;(193108) 1931-Agosto;;193108
193109;1931-Septiembre;(193109) 1931-Septiembre;;193109
193110;1931-Octubre;(193110) 1931-Octubre;;193110
193111;1931-Noviembre;(193111) 1931-Noviembre;;193111
193112;1931-Diciembre;(193112) 1931-Diciembre;;193112
193001;1930-Enero;(193001) 1930-Enero;;193001
193002;1930-Febrero;(193002) 1930-Febrero;;193002
193003;1930-Marzo;(193003) 1930-Marzo;;193003
193004;1930-Abril;(193004) 1930-Abril;;193004
193005;1930-Mayo;(193005) 1930-Mayo;;193005
193006;1930-Junio;(193006) 1930-Junio;;193006
193007;1930-Julio;(193007) 1930-Julio;;193007
193008;1930-Agosto;(193008) 1930-Agosto;;193008
193009;1930-Septiembre;(193009) 1930-Septiembre;;193009
193010;1930-Octubre;(193010) 1930-Octubre;;193010
193011;1930-Noviembre;(193011) 1930-Noviembre;;193011
193012;1930-Diciembre;(193012) 1930-Diciembre;;193012
192901;1929-Enero;(192901) 1929-Enero;;192901
192902;1929-Febrero;(192902) 1929-Febrero;;192902
192903;1929-Marzo;(192903) 1929-Marzo;;192903
192904;1929-Abril;(192904) 1929-Abril;;192904
192905;1929-Mayo;(192905) 1929-Mayo;;192905
192906;1929-Junio;(192906) 1929-Junio;;192906
192907;1929-Julio;(192907) 1929-Julio;;192907
192908;1929-Agosto;(192908) 1929-Agosto;;192908
192909;1929-Septiembre;(192909) 1929-Septiembre;;192909
192910;1929-Octubre;(192910) 1929-Octubre;;192910
192911;1929-Noviembre;(192911) 1929-Noviembre;;192911
192912;1929-Diciembre;(192912) 1929-Diciembre;;192912
192801;1928-Enero;(192801) 1928-Enero;;192801
192802;1928-Febrero;(192802) 1928-Febrero;;192802
192803;1928-Marzo;(192803) 1928-Marzo;;192803
192804;1928-Abril;(192804) 1928-Abril;;192804
192805;1928-Mayo;(192805) 1928-Mayo;;192805
192806;1928-Junio;(192806) 1928-Junio;;192806
192807;1928-Julio;(192807) 1928-Julio;;192807
192808;1928-Agosto;(192808) 1928-Agosto;;192808
192809;1928-Septiembre;(192809) 1928-Septiembre;;192809
192810;1928-Octubre;(192810) 1928-Octubre;;192810
192811;1928-Noviembre;(192811) 1928-Noviembre;;192811
192812;1928-Diciembre;(192812) 1928-Diciembre;;192812
192701;1927-Enero;(192701) 1927-Enero;;192701
192702;1927-Febrero;(192702) 1927-Febrero;;192702
192703;1927-Marzo;(192703) 1927-Marzo;;192703
192704;1927-Abril;(192704) 1927-Abril;;192704
192705;1927-Mayo;(192705) 1927-Mayo;;192705
192706;1927-Junio;(192706) 1927-Junio;;192706
192707;1927-Julio;(192707) 1927-Julio;;192707
192708;1927-Agosto;(192708) 1927-Agosto;;192708
192709;1927-Septiembre;(192709) 1927-Septiembre;;192709
192710;1927-Octubre;(192710) 1927-Octubre;;192710
192711;1927-Noviembre;(192711) 1927-Noviembre;;192711
192712;1927-Diciembre;(192712) 1927-Diciembre;;192712
192601;1926-Enero;(192601) 1926-Enero;;192601
192602;1926-Febrero;(192602) 1926-Febrero;;192602
192603;1926-Marzo;(192603) 1926-Marzo;;192603
192604;1926-Abril;(192604) 1926-Abril;;192604
192605;1926-Mayo;(192605) 1926-Mayo;;192605
192606;1926-Junio;(192606) 1926-Junio;;192606
192607;1926-Julio;(192607) 1926-Julio;;192607
192608;1926-Agosto;(192608) 1926-Agosto;;192608
192609;1926-Septiembre;(192609) 1926-Septiembre;;192609
192610;1926-Octubre;(192610) 1926-Octubre;;192610
192611;1926-Noviembre;(192611) 1926-Noviembre;;192611
192612;1926-Diciembre;(192612) 1926-Diciembre;;192612
192501;1925-Enero;(192501) 1925-Enero;;192501
192502;1925-Febrero;(192502) 1925-Febrero;;192502
192503;1925-Marzo;(192503) 1925-Marzo;;192503
192504;1925-Abril;(192504) 1925-Abril;;192504
192505;1925-Mayo;(192505) 1925-Mayo;;192505
192506;1925-Junio;(192506) 1925-Junio;;192506
192507;1925-Julio;(192507) 1925-Julio;;192507
192508;1925-Agosto;(192508) 1925-Agosto;;192508
192509;1925-Septiembre;(192509) 1925-Septiembre;;192509
192510;1925-Octubre;(192510) 1925-Octubre;;192510
192511;1925-Noviembre;(192511) 1925-Noviembre;;192511
192512;1925-Diciembre;(192512) 1925-Diciembre;;192512
192401;1924-Enero;(192401) 1924-Enero;;192401
192402;1924-Febrero;(192402) 1924-Febrero;;192402
192403;1924-Marzo;(192403) 1924-Marzo;;192403
192404;1924-Abril;(192404) 1924-Abril;;192404
192405;1924-Mayo;(192405) 1924-Mayo;;192405
192406;1924-Junio;(192406) 1924-Junio;;192406
192407;1924-Julio;(192407) 1924-Julio;;192407
192408;1924-Agosto;(192408) 1924-Agosto;;192408
192409;1924-Septiembre;(192409) 1924-Septiembre;;192409
192410;1924-Octubre;(192410) 1924-Octubre;;192410
192411;1924-Noviembre;(192411) 1924-Noviembre;;192411
192412;1924-Diciembre;(192412) 1924-Diciembre;;192412
192301;1923-Enero;(192301) 1923-Enero;;192301
192302;1923-Febrero;(192302) 1923-Febrero;;192302
192303;1923-Marzo;(192303) 1923-Marzo;;192303
192304;1923-Abril;(192304) 1923-Abril;;192304
192305;1923-Mayo;(192305) 1923-Mayo;;192305
192306;1923-Junio;(192306) 1923-Junio;;192306
192307;1923-Julio;(192307) 1923-Julio;;192307
192308;1923-Agosto;(192308) 1923-Agosto;;192308
192309;1923-Septiembre;(192309) 1923-Septiembre;;192309
192310;1923-Octubre;(192310) 1923-Octubre;;192310
192311;1923-Noviembre;(192311) 1923-Noviembre;;192311
192312;1923-Diciembre;(192312) 1923-Diciembre;;192312
192201;1922-Enero;(192201) 1922-Enero;;192201
192202;1922-Febrero;(192202) 1922-Febrero;;192202
192203;1922-Marzo;(192203) 1922-Marzo;;192203
192204;1922-Abril;(192204) 1922-Abril;;192204
192205;1922-Mayo;(192205) 1922-Mayo;;192205
192206;1922-Junio;(192206) 1922-Junio;;192206
192207;1922-Julio;(192207) 1922-Julio;;192207
192208;1922-Agosto;(192208) 1922-Agosto;;192208
192209;1922-Septiembre;(192209) 1922-Septiembre;;192209
192210;1922-Octubre;(192210) 1922-Octubre;;192210
192211;1922-Noviembre;(192211) 1922-Noviembre;;192211
192212;1922-Diciembre;(192212) 1922-Diciembre;;192212
192101;1921-Enero;(192101) 1921-Enero;;192101
192102;1921-Febrero;(192102) 1921-Febrero;;192102
192103;1921-Marzo;(192103) 1921-Marzo;;192103
192104;1921-Abril;(192104) 1921-Abril;;192104
192105;1921-Mayo;(192105) 1921-Mayo;;192105
192106;1921-Junio;(192106) 1921-Junio;;192106
192107;1921-Julio;(192107) 1921-Julio;;192107
192108;1921-Agosto;(192108) 1921-Agosto;;192108
192109;1921-Septiembre;(192109) 1921-Septiembre;;192109
192110;1921-Octubre;(192110) 1921-Octubre;;192110
192111;1921-Noviembre;(192111) 1921-Noviembre;;192111
192112;1921-Diciembre;(192112) 1921-Diciembre;;192112
192001;1920-Enero;(192001) 1920-Enero;;192001
192002;1920-Febrero;(192002) 1920-Febrero;;192002
192003;1920-Marzo;(192003) 1920-Marzo;;192003
192004;1920-Abril;(192004) 1920-Abril;;192004
192005;1920-Mayo;(192005) 1920-Mayo;;192005
192006;1920-Junio;(192006) 1920-Junio;;192006
192007;1920-Julio;(192007) 1920-Julio;;192007
192008;1920-Agosto;(192008) 1920-Agosto;;192008
192009;1920-Septiembre;(192009) 1920-Septiembre;;192009
192010;1920-Octubre;(192010) 1920-Octubre;;192010
192011;1920-Noviembre;(192011) 1920-Noviembre;;192011
192012;1920-Diciembre;(192012) 1920-Diciembre;;192012
191901;1919-Enero;(191901) 1919-Enero;;191901
191902;1919-Febrero;(191902) 1919-Febrero;;191902
191903;1919-Marzo;(191903) 1919-Marzo;;191903
191904;1919-Abril;(191904) 1919-Abril;;191904
191905;1919-Mayo;(191905) 1919-Mayo;;191905
191906;1919-Junio;(191906) 1919-Junio;;191906
191907;1919-Julio;(191907) 1919-Julio;;191907
191908;1919-Agosto;(191908) 1919-Agosto;;191908
191909;1919-Septiembre;(191909) 1919-Septiembre;;191909
191910;1919-Octubre;(191910) 1919-Octubre;;191910
191911;1919-Noviembre;(191911) 1919-Noviembre;;191911
191912;1919-Diciembre;(191912) 1919-Diciembre;;191912
191801;1918-Enero;(191801) 1918-Enero;;191801
191802;1918-Febrero;(191802) 1918-Febrero;;191802
191803;1918-Marzo;(191803) 1918-Marzo;;191803
191804;1918-Abril;(191804) 1918-Abril;;191804
191805;1918-Mayo;(191805) 1918-Mayo;;191805
191806;1918-Junio;(191806) 1918-Junio;;191806
191807;1918-Julio;(191807) 1918-Julio;;191807
191808;1918-Agosto;(191808) 1918-Agosto;;191808
191809;1918-Septiembre;(191809) 1918-Septiembre;;191809
191810;1918-Octubre;(191810) 1918-Octubre;;191810
191811;1918-Noviembre;(191811) 1918-Noviembre;;191811
191812;1918-Diciembre;(191812) 1918-Diciembre;;191812
191701;1917-Enero;(191701) 1917-Enero;;191701
191702;1917-Febrero;(191702) 1917-Febrero;;191702
191703;1917-Marzo;(191703) 1917-Marzo;;191703
191704;1917-Abril;(191704) 1917-Abril;;191704
191705;1917-Mayo;(191705) 1917-Mayo;;191705
191706;1917-Junio;(191706) 1917-Junio;;191706
191707;1917-Julio;(191707) 1917-Julio;;191707
191708;1917-Agosto;(191708) 1917-Agosto;;191708
191709;1917-Septiembre;(191709) 1917-Septiembre;;191709
191710;1917-Octubre;(191710) 1917-Octubre;;191710
191711;1917-Noviembre;(191711) 1917-Noviembre;;191711
191712;1917-Diciembre;(191712) 1917-Diciembre;;191712
191601;1916-Enero;(191601) 1916-Enero;;191601
191602;1916-Febrero;(191602) 1916-Febrero;;191602
191603;1916-Marzo;(191603) 1916-Marzo;;191603
191604;1916-Abril;(191604) 1916-Abril;;191604
191605;1916-Mayo;(191605) 1916-Mayo;;191605
191606;1916-Junio;(191606) 1916-Junio;;191606
191607;1916-Julio;(191607) 1916-Julio;;191607
191608;1916-Agosto;(191608) 1916-Agosto;;191608
191609;1916-Septiembre;(191609) 1916-Septiembre;;191609
191610;1916-Octubre;(191610) 1916-Octubre;;191610
191611;1916-Noviembre;(191611) 1916-Noviembre;;191611
191612;1916-Diciembre;(191612) 1916-Diciembre;;191612
191501;1915-Enero;(191501) 1915-Enero;;191501
191502;1915-Febrero;(191502) 1915-Febrero;;191502
191503;1915-Marzo;(191503) 1915-Marzo;;191503
191504;1915-Abril;(191504) 1915-Abril;;191504
191505;1915-Mayo;(191505) 1915-Mayo;;191505
191506;1915-Junio;(191506) 1915-Junio;;191506
191507;1915-Julio;(191507) 1915-Julio;;191507
191508;1915-Agosto;(191508) 1915-Agosto;;191508
191509;1915-Septiembre;(191509) 1915-Septiembre;;191509
191510;1915-Octubre;(191510) 1915-Octubre;;191510
191511;1915-Noviembre;(191511) 1915-Noviembre;;191511
191512;1915-Diciembre;(191512) 1915-Diciembre;;191512
191401;1914-Enero;(191401) 1914-Enero;;191401
191402;1914-Febrero;(191402) 1914-Febrero;;191402
191403;1914-Marzo;(191403) 1914-Marzo;;191403
191404;1914-Abril;(191404) 1914-Abril;;191404
191405;1914-Mayo;(191405) 1914-Mayo;;191405
191406;1914-Junio;(191406) 1914-Junio;;191406
191407;1914-Julio;(191407) 1914-Julio;;191407
191408;1914-Agosto;(191408) 1914-Agosto;;191408
191409;1914-Septiembre;(191409) 1914-Septiembre;;191409
191410;1914-Octubre;(191410) 1914-Octubre;;191410
191411;1914-Noviembre;(191411) 1914-Noviembre;;191411
191412;1914-Diciembre;(191412) 1914-Diciembre;;191412
191301;1913-Enero;(191301) 1913-Enero;;191301
191302;1913-Febrero;(191302) 1913-Febrero;;191302
191303;1913-Marzo;(191303) 1913-Marzo;;191303
191304;1913-Abril;(191304) 1913-Abril;;191304
191305;1913-Mayo;(191305) 1913-Mayo;;191305
191306;1913-Junio;(191306) 1913-Junio;;191306
191307;1913-Julio;(191307) 1913-Julio;;191307
191308;1913-Agosto;(191308) 1913-Agosto;;191308
191309;1913-Septiembre;(191309) 1913-Septiembre;;191309
191310;1913-Octubre;(191310) 1913-Octubre;;191310
191311;1913-Noviembre;(191311) 1913-Noviembre;;191311
191312;1913-Diciembre;(191312) 1913-Diciembre;;191312
191201;1912-Enero;(191201) 1912-Enero;;191201
191202;1912-Febrero;(191202) 1912-Febrero;;191202
191203;1912-Marzo;(191203) 1912-Marzo;;191203
191204;1912-Abril;(191204) 1912-Abril;;191204
191205;1912-Mayo;(191205) 1912-Mayo;;191205
191206;1912-Junio;(191206) 1912-Junio;;191206
191207;1912-Julio;(191207) 1912-Julio;;191207
191208;1912-Agosto;(191208) 1912-Agosto;;191208
191209;1912-Septiembre;(191209) 1912-Septiembre;;191209
191210;1912-Octubre;(191210) 1912-Octubre;;191210
191211;1912-Noviembre;(191211) 1912-Noviembre;;191211
191212;1912-Diciembre;(191212) 1912-Diciembre;;191212
191101;1911-Enero;(191101) 1911-Enero;;191101
191102;1911-Febrero;(191102) 1911-Febrero;;191102
191103;1911-Marzo;(191103) 1911-Marzo;;191103
191104;1911-Abril;(191104) 1911-Abril;;191104
191105;1911-Mayo;(191105) 1911-Mayo;;191105
191106;1911-Junio;(191106) 1911-Junio;;191106
191107;1911-Julio;(191107) 1911-Julio;;191107
191108;1911-Agosto;(191108) 1911-Agosto;;191108
191109;1911-Septiembre;(191109) 1911-Septiembre;;191109
191110;1911-Octubre;(191110) 1911-Octubre;;191110
191111;1911-Noviembre;(191111) 1911-Noviembre;;191111
191112;1911-Diciembre;(191112) 1911-Diciembre;;191112
191001;1910-Enero;(191001) 1910-Enero;;191001
191002;1910-Febrero;(191002) 1910-Febrero;;191002
191003;1910-Marzo;(191003) 1910-Marzo;;191003
191004;1910-Abril;(191004) 1910-Abril;;191004
191005;1910-Mayo;(191005) 1910-Mayo;;191005
191006;1910-Junio;(191006) 1910-Junio;;191006
191007;1910-Julio;(191007) 1910-Julio;;191007
191008;1910-Agosto;(191008) 1910-Agosto;;191008
191009;1910-Septiembre;(191009) 1910-Septiembre;;191009
191010;1910-Octubre;(191010) 1910-Octubre;;191010
191011;1910-Noviembre;(191011) 1910-Noviembre;;191011
191012;1910-Diciembre;(191012) 1910-Diciembre;;191012
190901;1909-Enero;(190901) 1909-Enero;;190901
190902;1909-Febrero;(190902) 1909-Febrero;;190902
190903;1909-Marzo;(190903) 1909-Marzo;;190903
190904;1909-Abril;(190904) 1909-Abril;;190904
190905;1909-Mayo;(190905) 1909-Mayo;;190905
190906;1909-Junio;(190906) 1909-Junio;;190906
190907;1909-Julio;(190907) 1909-Julio;;190907
190908;1909-Agosto;(190908) 1909-Agosto;;190908
190909;1909-Septiembre;(190909) 1909-Septiembre;;190909
190910;1909-Octubre;(190910) 1909-Octubre;;190910
190911;1909-Noviembre;(190911) 1909-Noviembre;;190911
190912;1909-Diciembre;(190912) 1909-Diciembre;;190912
190801;1908-Enero;(190801) 1908-Enero;;190801
190802;1908-Febrero;(190802) 1908-Febrero;;190802
190803;1908-Marzo;(190803) 1908-Marzo;;190803
190804;1908-Abril;(190804) 1908-Abril;;190804
190805;1908-Mayo;(190805) 1908-Mayo;;190805
190806;1908-Junio;(190806) 1908-Junio;;190806
190807;1908-Julio;(190807) 1908-Julio;;190807
190808;1908-Agosto;(190808) 1908-Agosto;;190808
190809;1908-Septiembre;(190809) 1908-Septiembre;;190809
190810;1908-Octubre;(190810) 1908-Octubre;;190810
190811;1908-Noviembre;(190811) 1908-Noviembre;;190811
190812;1908-Diciembre;(190812) 1908-Diciembre;;190812
190701;1907-Enero;(190701) 1907-Enero;;190701
190702;1907-Febrero;(190702) 1907-Febrero;;190702
190703;1907-Marzo;(190703) 1907-Marzo;;190703
190704;1907-Abril;(190704) 1907-Abril;;190704
190705;1907-Mayo;(190705) 1907-Mayo;;190705
190706;1907-Junio;(190706) 1907-Junio;;190706
190707;1907-Julio;(190707) 1907-Julio;;190707
190708;1907-Agosto;(190708) 1907-Agosto;;190708
190709;1907-Septiembre;(190709) 1907-Septiembre;;190709
190710;1907-Octubre;(190710) 1907-Octubre;;190710
190711;1907-Noviembre;(190711) 1907-Noviembre;;190711
190712;1907-Diciembre;(190712) 1907-Diciembre;;190712
190601;1906-Enero;(190601) 1906-Enero;;190601
190602;1906-Febrero;(190602) 1906-Febrero;;190602
190603;1906-Marzo;(190603) 1906-Marzo;;190603
190604;1906-Abril;(190604) 1906-Abril;;190604
190605;1906-Mayo;(190605) 1906-Mayo;;190605
190606;1906-Junio;(190606) 1906-Junio;;190606
190607;1906-Julio;(190607) 1906-Julio;;190607
190608;1906-Agosto;(190608) 1906-Agosto;;190608
190609;1906-Septiembre;(190609) 1906-Septiembre;;190609
190610;1906-Octubre;(190610) 1906-Octubre;;190610
190611;1906-Noviembre;(190611) 1906-Noviembre;;190611
190612;1906-Diciembre;(190612) 1906-Diciembre;;190612
190501;1905-Enero;(190501) 1905-Enero;;190501
190502;1905-Febrero;(190502) 1905-Febrero;;190502
190503;1905-Marzo;(190503) 1905-Marzo;;190503
190504;1905-Abril;(190504) 1905-Abril;;190504
190505;1905-Mayo;(190505) 1905-Mayo;;190505
190506;1905-Junio;(190506) 1905-Junio;;190506
190507;1905-Julio;(190507) 1905-Julio;;190507
190508;1905-Agosto;(190508) 1905-Agosto;;190508
190509;1905-Septiembre;(190509) 1905-Septiembre;;190509
190510;1905-Octubre;(190510) 1905-Octubre;;190510
190511;1905-Noviembre;(190511) 1905-Noviembre;;190511
190512;1905-Diciembre;(190512) 1905-Diciembre;;190512
190401;1904-Enero;(190401) 1904-Enero;;190401
190402;1904-Febrero;(190402) 1904-Febrero;;190402
190403;1904-Marzo;(190403) 1904-Marzo;;190403
190404;1904-Abril;(190404) 1904-Abril;;190404
190405;1904-Mayo;(190405) 1904-Mayo;;190405
190406;1904-Junio;(190406) 1904-Junio;;190406
190407;1904-Julio;(190407) 1904-Julio;;190407
190408;1904-Agosto;(190408) 1904-Agosto;;190408
190409;1904-Septiembre;(190409) 1904-Septiembre;;190409
190410;1904-Octubre;(190410) 1904-Octubre;;190410
190411;1904-Noviembre;(190411) 1904-Noviembre;;190411
190412;1904-Diciembre;(190412) 1904-Diciembre;;190412
190301;1903-Enero;(190301) 1903-Enero;;190301
190302;1903-Febrero;(190302) 1903-Febrero;;190302
190303;1903-Marzo;(190303) 1903-Marzo;;190303
190304;1903-Abril;(190304) 1903-Abril;;190304
190305;1903-Mayo;(190305) 1903-Mayo;;190305
190306;1903-Junio;(190306) 1903-Junio;;190306
190307;1903-Julio;(190307) 1903-Julio;;190307
190308;1903-Agosto;(190308) 1903-Agosto;;190308
190309;1903-Septiembre;(190309) 1903-Septiembre;;190309
190310;1903-Octubre;(190310) 1903-Octubre;;190310
190311;1903-Noviembre;(190311) 1903-Noviembre;;190311
190312;1903-Diciembre;(190312) 1903-Diciembre;;190312
190201;1902-Enero;(190201) 1902-Enero;;190201
190202;1902-Febrero;(190202) 1902-Febrero;;190202
190203;1902-Marzo;(190203) 1902-Marzo;;190203
190204;1902-Abril;(190204) 1902-Abril;;190204
190205;1902-Mayo;(190205) 1902-Mayo;;190205
190206;1902-Junio;(190206) 1902-Junio;;190206
190207;1902-Julio;(190207) 1902-Julio;;190207
190208;1902-Agosto;(190208) 1902-Agosto;;190208
190209;1902-Septiembre;(190209) 1902-Septiembre;;190209
190210;1902-Octubre;(190210) 1902-Octubre;;190210
190211;1902-Noviembre;(190211) 1902-Noviembre;;190211
190212;1902-Diciembre;(190212) 1902-Diciembre;;190212
190101;1901-Enero;(190101) 1901-Enero;;190101
190102;1901-Febrero;(190102) 1901-Febrero;;190102
190103;1901-Marzo;(190103) 1901-Marzo;;190103
190104;1901-Abril;(190104) 1901-Abril;;190104
190105;1901-Mayo;(190105) 1901-Mayo;;190105
190106;1901-Junio;(190106) 1901-Junio;;190106
190107;1901-Julio;(190107) 1901-Julio;;190107
190108;1901-Agosto;(190108) 1901-Agosto;;190108
190109;1901-Septiembre;(190109) 1901-Septiembre;;190109
190110;1901-Octubre;(190110) 1901-Octubre;;190110
190111;1901-Noviembre;(190111) 1901-Noviembre;;190111
190112;1901-Diciembre;(190112) 1901-Diciembre;;190112
190001;1900-Enero;(190001) 1900-Enero;;190001
190002;1900-Febrero;(190002) 1900-Febrero;;190002
190003;1900-Marzo;(190003) 1900-Marzo;;190003
190004;1900-Abril;(190004) 1900-Abril;;190004
190005;1900-Mayo;(190005) 1900-Mayo;;190005
190006;1900-Junio;(190006) 1900-Junio;;190006
190007;1900-Julio;(190007) 1900-Julio;;190007
190008;1900-Agosto;(190008) 1900-Agosto;;190008
190009;1900-Septiembre;(190009) 1900-Septiembre;;190009
190010;1900-Octubre;(190010) 1900-Octubre;;190010
190011;1900-Noviembre;(190011) 1900-Noviembre;;190011
190012;1900-Diciembre;(190012) 1900-Diciembre;;190012
_Z;No aplica;No aplica;;
