TEMPORAL;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2015;11;01;NC000;ANDALUCES;92.0;A
2015;11;01;00;ANDALUCES;14491.0;A
2015;11;06;04;ANDALUCES;9.0;A
2015;11;06;11;ANDALUCES;6290.0;A
2015;11;06;14;ANDALUCES;24.0;A
2015;11;06;18;ANDALUCES;38.0;A
2015;11;06;21;ANDALUCES;15.0;A
2015;11;06;23;ANDALUCES;24.0;A
2015;11;06;29;ANDALUCES;93.0;A
2015;11;06;41;ANDALUCES;178.0;A
2015;11;06;C01;ANDALUCES;6671.0;A
2015;11;06;C02;ANDALUCES;527.0;A
2015;11;06;66;ANDALUCES;7800.0;A
2015;11;06;NC000;ANDALUCES;73.0;A
2015;11;06;00;ANDALUCES;15071.0;A
2015;14;00;04;ANDALUCES;15.0;A
2015;14;00;11;ANDALUCES;24.0;A
2015;14;00;14;ANDALUCES;8491.0;A
2015;14;00;18;ANDALUCES;54.0;A
2015;14;00;21;ANDALUCES;9.0;A
2015;14;00;23;ANDALUCES;53.0;A
2015;14;00;29;ANDALUCES;36.0;A
2015;14;00;41;ANDALUCES;100.0;A
2015;14;00;C01;ANDALUCES;8782.0;A
2015;14;00;C02;ANDALUCES;463.0;A
2015;14;00;66;ANDALUCES;9554.0;A
2015;14;00;NC000;ANDALUCES;114.0;A
2015;14;00;00;ANDALUCES;18913.0;A
2015;14;01;04;ANDALUCES;8.0;A
2015;14;01;11;ANDALUCES;15.0;A
2015;14;01;14;ANDALUCES;4263.0;A
2015;14;01;18;ANDALUCES;22.0;A
2015;14;01;21;ANDALUCES;4.0;A
2015;14;01;23;ANDALUCES;21.0;A
2015;14;01;29;ANDALUCES;19.0;A
2015;14;01;41;ANDALUCES;49.0;A
2015;14;01;C01;ANDALUCES;4401.0;A
2015;14;01;C02;ANDALUCES;220.0;A
2015;14;01;66;ANDALUCES;4809.0;A
2015;14;01;NC000;ANDALUCES;51.0;A
2015;14;01;00;ANDALUCES;9481.0;A
2015;14;06;04;ANDALUCES;7.0;A
2015;14;06;11;ANDALUCES;9.0;A
2015;14;06;14;ANDALUCES;4228.0;A
2015;14;06;18;ANDALUCES;32.0;A
2015;14;06;21;ANDALUCES;5.0;A
2015;14;06;23;ANDALUCES;32.0;A
2015;14;06;29;ANDALUCES;17.0;A
2015;14;06;41;ANDALUCES;51.0;A
2015;14;06;C01;ANDALUCES;4381.0;A
2015;14;06;C02;ANDALUCES;243.0;A
2015;14;06;66;ANDALUCES;4745.0;A
2015;14;06;NC000;ANDALUCES;63.0;A
2015;14;06;00;ANDALUCES;9432.0;A
2015;18;00;04;ANDALUCES;87.0;A
2015;18;00;11;ANDALUCES;61.0;A
2015;18;00;14;ANDALUCES;61.0;A
2015;18;00;18;ANDALUCES;15638.0;A
2015;18;00;21;ANDALUCES;14.0;A
2015;18;00;23;ANDALUCES;176.0;A
2015;18;00;29;ANDALUCES;104.0;A
2015;18;00;41;ANDALUCES;80.0;A
2015;18;00;C01;ANDALUCES;16221.0;A
2015;18;00;C02;ANDALUCES;1022.0;A
2015;18;00;66;ANDALUCES;32961.0;A
2015;18;00;NC000;ANDALUCES;371.0;A
2015;18;00;00;ANDALUCES;50575.0;A
2015;18;01;04;ANDALUCES;32.0;A
2015;18;01;11;ANDALUCES;31.0;A
2015;18;01;14;ANDALUCES;30.0;A
2015;18;01;18;ANDALUCES;7659.0;A
2015;18;01;21;ANDALUCES;7.0;A
2015;18;01;23;ANDALUCES;81.0;A
2015;18;01;29;ANDALUCES;50.0;A
2015;18;01;41;ANDALUCES;40.0;A
2015;18;01;C01;ANDALUCES;7930.0;A
2015;18;01;C02;ANDALUCES;497.0;A
2015;18;01;66;ANDALUCES;16060.0;A
2015;18;01;NC000;ANDALUCES;201.0;A
2015;18;01;00;ANDALUCES;24688.0;A
2015;18;06;04;ANDALUCES;55.0;A
2015;18;06;11;ANDALUCES;30.0;A
2015;18;06;14;ANDALUCES;31.0;A
2015;18;06;18;ANDALUCES;7979.0;A
2015;18;06;21;ANDALUCES;7.0;A
2015;18;06;23;ANDALUCES;95.0;A
2015;18;06;29;ANDALUCES;54.0;A
2015;18;06;41;ANDALUCES;40.0;A
2015;18;06;C01;ANDALUCES;8291.0;A
2015;18;06;C02;ANDALUCES;525.0;A
2015;18;06;66;ANDALUCES;16901.0;A
2015;18;06;NC000;ANDALUCES;170.0;A
2015;18;06;00;ANDALUCES;25887.0;A
2015;21;00;04;ANDALUCES;1.0;A
2015;21;00;11;ANDALUCES;31.0;A
2015;21;00;14;ANDALUCES;16.0;A
2015;21;00;18;ANDALUCES;6.0;A
2015;21;00;21;ANDALUCES;3017.0;A
2015;21;00;23;ANDALUCES;10.0;A
2015;21;00;29;ANDALUCES;8.0;A
2015;21;00;41;ANDALUCES;131.0;A
2015;21;00;C01;ANDALUCES;3220.0;A
2015;21;00;C02;ANDALUCES;256.0;A
2015;21;00;66;ANDALUCES;4154.0;A
2015;21;00;NC000;ANDALUCES;22.0;A
2015;21;00;00;ANDALUCES;7652.0;A
2015;21;01;04;ANDALUCES;1.0;A
2015;21;01;11;ANDALUCES;21.0;A
2015;21;01;14;ANDALUCES;7.0;A
2015;21;01;18;ANDALUCES;3.0;A
2015;21;01;21;ANDALUCES;1462.0;A
2015;21;01;23;ANDALUCES;6.0;A
2015;21;01;29;ANDALUCES;3.0;A
2015;21;01;41;ANDALUCES;68.0;A
2015;21;01;C01;ANDALUCES;1571.0;A
2015;21;01;C02;ANDALUCES;136.0;A
2015;21;01;66;ANDALUCES;2048.0;A
2015;21;01;NC000;ANDALUCES;14.0;A
2015;21;01;00;ANDALUCES;3769.0;A
2015;21;06;11;ANDALUCES;10.0;A
2015;21;06;14;ANDALUCES;9.0;A
2015;21;06;18;ANDALUCES;3.0;A
2015;21;06;21;ANDALUCES;1555.0;A
2015;21;06;23;ANDALUCES;4.0;A
2015;21;06;29;ANDALUCES;5.0;A
2015;21;06;41;ANDALUCES;63.0;A
2015;21;06;C01;ANDALUCES;1649.0;A
2015;21;06;C02;ANDALUCES;120.0;A
2015;21;06;66;ANDALUCES;2106.0;A
2015;21;06;NC000;ANDALUCES;8.0;A
2015;21;06;00;ANDALUCES;3883.0;A
2015;23;00;04;ANDALUCES;8.0;A
2015;23;00;11;ANDALUCES;8.0;A
2015;23;00;14;ANDALUCES;30.0;A
2015;23;00;18;ANDALUCES;75.0;A
2015;23;00;21;ANDALUCES;4.0;A
2015;23;00;23;ANDALUCES;5427.0;A
2015;23;00;29;ANDALUCES;19.0;A
2015;23;00;41;ANDALUCES;17.0;A
2015;23;00;C01;ANDALUCES;5588.0;A
2015;23;00;C02;ANDALUCES;299.0;A
2015;23;00;66;ANDALUCES;6986.0;A
2015;23;00;NC000;ANDALUCES;89.0;A
2015;23;00;00;ANDALUCES;12962.0;A
2015;23;01;04;ANDALUCES;5.0;A
2015;23;01;11;ANDALUCES;2.0;A
2015;23;01;14;ANDALUCES;17.0;A
2015;23;01;18;ANDALUCES;31.0;A
2015;23;01;21;ANDALUCES;1.0;A
2015;23;01;23;ANDALUCES;2655.0;A
2015;23;01;29;ANDALUCES;10.0;A
2015;23;01;41;ANDALUCES;6.0;A
2015;23;01;C01;ANDALUCES;2727.0;A
2015;23;01;C02;ANDALUCES;165.0;A
2015;23;01;66;ANDALUCES;3519.0;A
2015;23;01;NC000;ANDALUCES;40.0;A
2015;23;01;00;ANDALUCES;6451.0;A
2015;23;06;04;ANDALUCES;3.0;A
2015;23;06;11;ANDALUCES;6.0;A
2015;23;06;14;ANDALUCES;13.0;A
2015;23;06;18;ANDALUCES;44.0;A
2015;23;06;21;ANDALUCES;3.0;A
2015;23;06;23;ANDALUCES;2772.0;A
2015;23;06;29;ANDALUCES;9.0;A
2015;23;06;41;ANDALUCES;11.0;A
2015;23;06;C01;ANDALUCES;2861.0;A
2015;23;06;C02;ANDALUCES;134.0;A
2015;23;06;66;ANDALUCES;3467.0;A
2015;23;06;NC000;ANDALUCES;49.0;A
2015;23;06;00;ANDALUCES;6511.0;A
2015;29;00;04;ANDALUCES;54.0;A
2015;29;00;11;ANDALUCES;355.0;A
2015;29;00;14;ANDALUCES;261.0;A
2015;29;00;18;ANDALUCES;265.0;A
2015;29;00;21;ANDALUCES;17.0;A
2015;29;00;23;ANDALUCES;134.0;A
2015;29;00;29;ANDALUCES;14680.0;A
2015;29;00;41;ANDALUCES;227.0;A
2015;29;00;C01;ANDALUCES;15993.0;A
2015;29;00;C02;ANDALUCES;2411.0;A
2015;29;00;66;ANDALUCES;35105.0;A
2015;29;00;NC000;ANDALUCES;323.0;A
2015;29;00;00;ANDALUCES;53832.0;A
2015;29;01;04;ANDALUCES;31.0;A
2015;29;01;11;ANDALUCES;169.0;A
2015;29;01;14;ANDALUCES;126.0;A
2015;29;01;18;ANDALUCES;127.0;A
2015;29;01;21;ANDALUCES;5.0;A
2015;29;01;23;ANDALUCES;67.0;A
2015;29;01;29;ANDALUCES;7212.0;A
2015;29;01;41;ANDALUCES;126.0;A
2015;29;01;C01;ANDALUCES;7863.0;A
2015;29;01;C02;ANDALUCES;1218.0;A
2015;29;01;66;ANDALUCES;17578.0;A
2015;29;01;NC000;ANDALUCES;171.0;A
2015;29;01;00;ANDALUCES;26830.0;A
2015;29;06;04;ANDALUCES;23.0;A
2015;29;06;11;ANDALUCES;186.0;A
2015;29;06;14;ANDALUCES;135.0;A
2015;29;06;18;ANDALUCES;138.0;A
2015;29;06;21;ANDALUCES;12.0;A
2015;29;06;23;ANDALUCES;67.0;A
2015;29;06;29;ANDALUCES;7468.0;A
2015;29;06;41;ANDALUCES;101.0;A
2015;29;06;C01;ANDALUCES;8130.0;A
2015;29;06;C02;ANDALUCES;1193.0;A
2015;29;06;66;ANDALUCES;17527.0;A
2015;29;06;NC000;ANDALUCES;152.0;A
2015;29;06;00;ANDALUCES;27002.0;A
2015;41;00;04;ANDALUCES;49.0;A
2015;41;00;11;ANDALUCES;318.0;A
2015;41;00;14;ANDALUCES;168.0;A
2015;41;00;18;ANDALUCES;120.0;A
2015;41;00;21;ANDALUCES;201.0;A
2015;41;00;23;ANDALUCES;92.0;A
2015;41;00;29;ANDALUCES;142.0;A
2015;41;00;41;ANDALUCES;13450.0;A
2015;41;00;C01;ANDALUCES;14540.0;A
2015;41;00;C02;ANDALUCES;1434.0;A
2015;41;00;66;ANDALUCES;18872.0;A
2015;41;00;NC000;ANDALUCES;227.0;A
2015;41;00;00;ANDALUCES;35073.0;A
2015;41;01;04;ANDALUCES;26.0;A
2015;41;01;11;ANDALUCES;170.0;A
2015;41;01;14;ANDALUCES;89.0;A
2015;41;01;18;ANDALUCES;58.0;A
2015;41;01;21;ANDALUCES;92.0;A
2015;41;01;23;ANDALUCES;51.0;A
2015;41;01;29;ANDALUCES;70.0;A
2015;41;01;41;ANDALUCES;6508.0;A
2015;41;01;C01;ANDALUCES;7064.0;A
2015;41;01;C02;ANDALUCES;729.0;A
2015;41;01;66;ANDALUCES;9377.0;A
2015;41;01;NC000;ANDALUCES;105.0;A
2015;41;01;00;ANDALUCES;17275.0;A
2015;41;06;04;ANDALUCES;23.0;A
2015;41;06;11;ANDALUCES;148.0;A
2015;41;06;14;ANDALUCES;79.0;A
2015;41;06;18;ANDALUCES;62.0;A
2015;41;06;21;ANDALUCES;109.0;A
2015;41;06;23;ANDALUCES;41.0;A
2015;41;06;29;ANDALUCES;72.0;A
2015;41;06;41;ANDALUCES;6942.0;A
2015;41;06;C01;ANDALUCES;7476.0;A
2015;41;06;C02;ANDALUCES;705.0;A
2015;41;06;66;ANDALUCES;9495.0;A
2015;41;06;NC000;ANDALUCES;122.0;A
2015;41;06;00;ANDALUCES;17798.0;A
2016;;00;04;ANDALUCES;11207.0;A
2016;;00;11;ANDALUCES;13576.0;A
2016;;00;14;ANDALUCES;9357.0;A
2016;;00;18;ANDALUCES;16883.0;A
2016;;00;21;ANDALUCES;3475.0;A
2016;;00;23;ANDALUCES;6211.0;A
2016;;00;29;ANDALUCES;16153.0;A
2016;;00;41;ANDALUCES;15326.0;A
2016;;00;C01;ANDALUCES;92188.0;A
2016;;00;C02;ANDALUCES;8400.0;A
2016;;00;66;ANDALUCES;162463.0;A
2016;;00;NC000;ANDALUCES;1334.0;A
2016;;00;00;ANDALUCES;264385.0;A
2016;;01;04;ANDALUCES;5423.0;A
2016;;01;11;ANDALUCES;6573.0;A
2016;;01;14;ANDALUCES;4696.0;A
2016;;01;18;ANDALUCES;8312.0;A
2016;;01;21;ANDALUCES;1692.0;A
2016;;01;23;ANDALUCES;3034.0;A
2016;;01;29;ANDALUCES;7937.0;A
2016;;01;41;ANDALUCES;7468.0;A
2016;;01;C01;ANDALUCES;45135.0;A
2016;;01;C02;ANDALUCES;4282.0;A
2016;;01;66;ANDALUCES;80166.0;A
2016;;01;NC000;ANDALUCES;701.0;A
2016;;01;00;ANDALUCES;130284.0;A
2016;;06;04;ANDALUCES;5784.0;A
2016;;06;11;ANDALUCES;7003.0;A
2016;;06;14;ANDALUCES;4661.0;A
2016;;06;18;ANDALUCES;8571.0;A
2016;;06;21;ANDALUCES;1783.0;A
2016;;06;23;ANDALUCES;3177.0;A
2016;;06;29;ANDALUCES;8216.0;A
2016;;06;41;ANDALUCES;7858.0;A
2016;;06;C01;ANDALUCES;47053.0;A
2016;;06;C02;ANDALUCES;4118.0;A
2016;;06;66;ANDALUCES;82297.0;A
2016;;06;NC000;ANDALUCES;633.0;A
2016;;06;00;ANDALUCES;134101.0;A
2016;04;00;04;ANDALUCES;10964.0;A
2016;04;00;11;ANDALUCES;27.0;A
2016;04;00;14;ANDALUCES;29.0;A
2016;04;00;18;ANDALUCES;189.0;A
2016;04;00;21;ANDALUCES;9.0;A
2016;04;00;23;ANDALUCES;30.0;A
2016;04;00;29;ANDALUCES;38.0;A
2016;04;00;41;ANDALUCES;29.0;A
2016;04;00;C01;ANDALUCES;11315.0;A
2016;04;00;C02;ANDALUCES;756.0;A
2016;04;00;66;ANDALUCES;31452.0;A
2016;04;00;NC000;ANDALUCES;214.0;A
2016;04;00;00;ANDALUCES;43737.0;A
2016;04;01;04;ANDALUCES;5309.0;A
2016;04;01;11;ANDALUCES;20.0;A
2016;04;01;14;ANDALUCES;18.0;A
2016;04;01;18;ANDALUCES;95.0;A
2016;04;01;21;ANDALUCES;6.0;A
2016;04;01;23;ANDALUCES;16.0;A
2016;04;01;29;ANDALUCES;22.0;A
2016;04;01;41;ANDALUCES;15.0;A
2016;04;01;C01;ANDALUCES;5501.0;A
2016;04;01;C02;ANDALUCES;395.0;A
2016;04;01;66;ANDALUCES;15152.0;A
2016;04;01;NC000;ANDALUCES;109.0;A
2016;04;01;00;ANDALUCES;21157.0;A
2016;04;06;04;ANDALUCES;5655.0;A
2016;04;06;11;ANDALUCES;7.0;A
2016;04;06;14;ANDALUCES;11.0;A
2016;04;06;18;ANDALUCES;94.0;A
2016;04;06;21;ANDALUCES;3.0;A
2016;04;06;23;ANDALUCES;14.0;A
2016;04;06;29;ANDALUCES;16.0;A
2016;04;06;41;ANDALUCES;14.0;A
2016;04;06;C01;ANDALUCES;5814.0;A
2016;04;06;C02;ANDALUCES;361.0;A
2016;04;06;66;ANDALUCES;16300.0;A
2016;04;06;NC000;ANDALUCES;105.0;A
2016;04;06;00;ANDALUCES;22580.0;A
2016;11;00;04;ANDALUCES;17.0;A
2016;11;00;11;ANDALUCES;12641.0;A
2016;11;00;14;ANDALUCES;59.0;A
2016;11;00;18;ANDALUCES;75.0;A
2016;11;00;21;ANDALUCES;35.0;A
2016;11;00;23;ANDALUCES;46.0;A
2016;11;00;29;ANDALUCES;194.0;A
2016;11;00;41;ANDALUCES;340.0;A
2016;11;00;C01;ANDALUCES;13407.0;A
2016;11;00;C02;ANDALUCES;1174.0;A
2016;11;00;66;ANDALUCES;16404.0;A
2016;11;00;NC000;ANDALUCES;150.0;A
2016;11;00;00;ANDALUCES;31135.0;A
2016;11;01;04;ANDALUCES;8.0;A
2016;11;01;11;ANDALUCES;6084.0;A
2016;11;01;14;ANDALUCES;29.0;A
2016;11;01;18;ANDALUCES;38.0;A
2016;11;01;21;ANDALUCES;18.0;A
2016;11;01;23;ANDALUCES;20.0;A
2016;11;01;29;ANDALUCES;94.0;A
2016;11;01;41;ANDALUCES;137.0;A
2016;11;01;C01;ANDALUCES;6428.0;A
2016;11;01;C02;ANDALUCES;595.0;A
2016;11;01;66;ANDALUCES;8186.0;A
2016;11;01;NC000;ANDALUCES;86.0;A
2016;11;01;00;ANDALUCES;15295.0;A
2016;11;06;04;ANDALUCES;9.0;A
2016;11;06;11;ANDALUCES;6557.0;A
2016;11;06;14;ANDALUCES;30.0;A
2016;11;06;18;ANDALUCES;37.0;A
2016;11;06;21;ANDALUCES;17.0;A
2016;11;06;23;ANDALUCES;26.0;A
2016;11;06;29;ANDALUCES;100.0;A
2016;11;06;41;ANDALUCES;203.0;A
2016;11;06;C01;ANDALUCES;6979.0;A
2016;11;06;C02;ANDALUCES;579.0;A
2016;11;06;66;ANDALUCES;8218.0;A
2016;11;06;NC000;ANDALUCES;64.0;A
2016;11;06;00;ANDALUCES;15840.0;A
2016;14;00;04;ANDALUCES;15.0;A
2016;14;00;11;ANDALUCES;26.0;A
2016;14;00;14;ANDALUCES;8680.0;A
2016;14;00;18;ANDALUCES;59.0;A
2016;14;00;21;ANDALUCES;7.0;A
2016;14;00;23;ANDALUCES;55.0;A
2016;14;00;29;ANDALUCES;38.0;A
2016;14;00;41;ANDALUCES;109.0;A
2016;14;00;C01;ANDALUCES;8989.0;A
2016;14;00;C02;ANDALUCES;500.0;A
2016;14;00;66;ANDALUCES;9948.0;A
2016;14;00;NC000;ANDALUCES;100.0;A
2016;14;00;00;ANDALUCES;19537.0;A
2016;14;01;04;ANDALUCES;8.0;A
2016;14;01;11;ANDALUCES;15.0;A
2016;14;01;14;ANDALUCES;4360.0;A
2016;14;01;18;ANDALUCES;26.0;A
2016;14;01;21;ANDALUCES;3.0;A
2016;14;01;23;ANDALUCES;22.0;A
2016;14;01;29;ANDALUCES;16.0;A
2016;14;01;41;ANDALUCES;52.0;A
2016;14;01;C01;ANDALUCES;4502.0;A
2016;14;01;C02;ANDALUCES;240.0;A
2016;14;01;66;ANDALUCES;5007.0;A
2016;14;01;NC000;ANDALUCES;46.0;A
2016;14;01;00;ANDALUCES;9795.0;A
2016;14;06;04;ANDALUCES;7.0;A
2016;14;06;11;ANDALUCES;11.0;A
2016;14;06;14;ANDALUCES;4320.0;A
2016;14;06;18;ANDALUCES;33.0;A
2016;14;06;21;ANDALUCES;4.0;A
2016;14;06;23;ANDALUCES;33.0;A
2016;14;06;29;ANDALUCES;22.0;A
2016;14;06;41;ANDALUCES;57.0;A
2016;14;06;C01;ANDALUCES;4487.0;A
2016;14;06;C02;ANDALUCES;260.0;A
2016;14;06;66;ANDALUCES;4941.0;A
2016;14;06;NC000;ANDALUCES;54.0;A
2016;14;06;00;ANDALUCES;9742.0;A
2016;18;00;04;ANDALUCES;97.0;A
2016;18;00;11;ANDALUCES;67.0;A
2016;18;00;14;ANDALUCES;65.0;A
2016;18;00;18;ANDALUCES;16054.0;A
2016;18;00;21;ANDALUCES;15.0;A
2016;18;00;23;ANDALUCES;178.0;A
2016;18;00;29;ANDALUCES;113.0;A
2016;18;00;41;ANDALUCES;87.0;A
2016;18;00;C01;ANDALUCES;16676.0;A
2016;18;00;C02;ANDALUCES;1117.0;A
2016;18;00;66;ANDALUCES;35142.0;A
2016;18;00;NC000;ANDALUCES;301.0;A
2016;18;00;00;ANDALUCES;53236.0;A
2016;18;01;04;ANDALUCES;35.0;A
2016;18;01;11;ANDALUCES;32.0;A
2016;18;01;14;ANDALUCES;31.0;A
2016;18;01;18;ANDALUCES;7911.0;A
2016;18;01;21;ANDALUCES;8.0;A
2016;18;01;23;ANDALUCES;79.0;A
2016;18;01;29;ANDALUCES;55.0;A
2016;18;01;41;ANDALUCES;47.0;A
2016;18;01;C01;ANDALUCES;8198.0;A
2016;18;01;C02;ANDALUCES;548.0;A
2016;18;01;66;ANDALUCES;17108.0;A
2016;18;01;NC000;ANDALUCES;174.0;A
2016;18;01;00;ANDALUCES;26028.0;A
2016;18;06;04;ANDALUCES;62.0;A
2016;18;06;11;ANDALUCES;35.0;A
2016;18;06;14;ANDALUCES;34.0;A
2016;18;06;18;ANDALUCES;8143.0;A
2016;18;06;21;ANDALUCES;7.0;A
2016;18;06;23;ANDALUCES;99.0;A
2016;18;06;29;ANDALUCES;58.0;A
2016;18;06;41;ANDALUCES;40.0;A
2016;18;06;C01;ANDALUCES;8478.0;A
2016;18;06;C02;ANDALUCES;569.0;A
2016;18;06;66;ANDALUCES;18034.0;A
2016;18;06;NC000;ANDALUCES;127.0;A
2016;18;06;00;ANDALUCES;27208.0;A
2016;21;00;04;ANDALUCES;1.0;A
2016;21;00;11;ANDALUCES;33.0;A
2016;21;00;14;ANDALUCES;16.0;A
2016;21;00;18;ANDALUCES;8.0;A
2016;21;00;21;ANDALUCES;3165.0;A
2016;21;00;23;ANDALUCES;10.0;A
2016;21;00;29;ANDALUCES;12.0;A
2016;21;00;41;ANDALUCES;134.0;A
2016;21;00;C01;ANDALUCES;3379.0;A
2016;21;00;C02;ANDALUCES;269.0;A
2016;21;00;66;ANDALUCES;4371.0;A
2016;21;00;NC000;ANDALUCES;16.0;A
2016;21;00;00;ANDALUCES;8035.0;A
2016;21;01;04;ANDALUCES;1.0;A
2016;21;01;11;ANDALUCES;22.0;A
2016;21;01;14;ANDALUCES;6.0;A
2016;21;01;18;ANDALUCES;3.0;A
2016;21;01;21;ANDALUCES;1544.0;A
2016;21;01;23;ANDALUCES;4.0;A
2016;21;01;29;ANDALUCES;5.0;A
2016;21;01;41;ANDALUCES;71.0;A
2016;21;01;C01;ANDALUCES;1656.0;A
2016;21;01;C02;ANDALUCES;142.0;A
2016;21;01;66;ANDALUCES;2162.0;A
2016;21;01;NC000;ANDALUCES;9.0;A
2016;21;01;00;ANDALUCES;3969.0;A
2016;21;06;11;ANDALUCES;11.0;A
2016;21;06;14;ANDALUCES;10.0;A
2016;21;06;18;ANDALUCES;5.0;A
2016;21;06;21;ANDALUCES;1621.0;A
2016;21;06;23;ANDALUCES;6.0;A
2016;21;06;29;ANDALUCES;7.0;A
2016;21;06;41;ANDALUCES;63.0;A
2016;21;06;C01;ANDALUCES;1723.0;A
2016;21;06;C02;ANDALUCES;127.0;A
2016;21;06;66;ANDALUCES;2209.0;A
2016;21;06;NC000;ANDALUCES;7.0;A
2016;21;06;00;ANDALUCES;4066.0;A
2016;23;00;04;ANDALUCES;9.0;A
2016;23;00;11;ANDALUCES;10.0;A
2016;23;00;14;ANDALUCES;34.0;A
2016;23;00;18;ANDALUCES;83.0;A
2016;23;00;21;ANDALUCES;3.0;A
2016;23;00;23;ANDALUCES;5654.0;A
2016;23;00;29;ANDALUCES;21.0;A
2016;23;00;41;ANDALUCES;18.0;A
2016;23;00;C01;ANDALUCES;5832.0;A
2016;23;00;C02;ANDALUCES;339.0;A
2016;23;00;66;ANDALUCES;7390.0;A
2016;23;00;NC000;ANDALUCES;75.0;A
2016;23;00;00;ANDALUCES;13636.0;A
2016;23;01;04;ANDALUCES;6.0;A
2016;23;01;11;ANDALUCES;5.0;A
2016;23;01;14;ANDALUCES;18.0;A
2016;23;01;18;ANDALUCES;36.0;A
2016;23;01;21;ANDALUCES;1.0;A
2016;23;01;23;ANDALUCES;2769.0;A
2016;23;01;29;ANDALUCES;10.0;A
2016;23;01;41;ANDALUCES;8.0;A
2016;23;01;C01;ANDALUCES;2853.0;A
2016;23;01;C02;ANDALUCES;188.0;A
2016;23;01;66;ANDALUCES;3725.0;A
2016;23;01;NC000;ANDALUCES;33.0;A
2016;23;01;00;ANDALUCES;6799.0;A
2016;23;06;04;ANDALUCES;3.0;A
2016;23;06;11;ANDALUCES;5.0;A
2016;23;06;14;ANDALUCES;16.0;A
2016;23;06;18;ANDALUCES;47.0;A
2016;23;06;21;ANDALUCES;2.0;A
2016;23;06;23;ANDALUCES;2885.0;A
2016;23;06;29;ANDALUCES;11.0;A
2016;23;06;41;ANDALUCES;10.0;A
2016;23;06;C01;ANDALUCES;2979.0;A
2016;23;06;C02;ANDALUCES;151.0;A
2016;23;06;66;ANDALUCES;3665.0;A
2016;23;06;NC000;ANDALUCES;42.0;A
2016;23;06;00;ANDALUCES;6837.0;A
2016;29;00;04;ANDALUCES;58.0;A
2016;29;00;11;ANDALUCES;402.0;A
2016;29;00;14;ANDALUCES;285.0;A
2016;29;00;18;ANDALUCES;288.0;A
2016;29;00;21;ANDALUCES;20.0;A
2016;29;00;23;ANDALUCES;139.0;A
2016;29;00;29;ANDALUCES;15584.0;A
2016;29;00;41;ANDALUCES;240.0;A
2016;29;00;C01;ANDALUCES;17016.0;A
2016;29;00;C02;ANDALUCES;2646.0;A
2016;29;00;66;ANDALUCES;37650.0;A
2016;29;00;NC000;ANDALUCES;284.0;A
2016;29;00;00;ANDALUCES;57596.0;A
2016;29;01;04;ANDALUCES;33.0;A
2016;29;01;11;ANDALUCES;194.0;A
2016;29;01;14;ANDALUCES;132.0;A
2016;29;01;18;ANDALUCES;142.0;A
2016;29;01;21;ANDALUCES;9.0;A
2016;29;01;23;ANDALUCES;73.0;A
2016;29;01;29;ANDALUCES;7660.0;A
2016;29;01;41;ANDALUCES;137.0;A
2016;29;01;C01;ANDALUCES;8380.0;A
2016;29;01;C02;ANDALUCES;1349.0;A
2016;29;01;66;ANDALUCES;18865.0;A
2016;29;01;NC000;ANDALUCES;154.0;A
2016;29;01;00;ANDALUCES;28748.0;A
2016;29;06;04;ANDALUCES;25.0;A
2016;29;06;11;ANDALUCES;208.0;A
2016;29;06;14;ANDALUCES;153.0;A
2016;29;06;18;ANDALUCES;146.0;A
2016;29;06;21;ANDALUCES;11.0;A
2016;29;06;23;ANDALUCES;66.0;A
2016;29;06;29;ANDALUCES;7924.0;A
2016;29;06;41;ANDALUCES;103.0;A
2016;29;06;C01;ANDALUCES;8636.0;A
2016;29;06;C02;ANDALUCES;1297.0;A
2016;29;06;66;ANDALUCES;18785.0;A
2016;29;06;NC000;ANDALUCES;130.0;A
2016;29;06;00;ANDALUCES;28848.0;A
2016;41;00;04;ANDALUCES;46.0;A
2016;41;00;11;ANDALUCES;370.0;A
2016;41;00;14;ANDALUCES;189.0;A
2016;41;00;18;ANDALUCES;127.0;A
2016;41;00;21;ANDALUCES;221.0;A
2016;41;00;23;ANDALUCES;99.0;A
2016;41;00;29;ANDALUCES;153.0;A
2016;41;00;41;ANDALUCES;14369.0;A
2016;41;00;C01;ANDALUCES;15574.0;A
2016;41;00;C02;ANDALUCES;1599.0;A
2016;41;00;66;ANDALUCES;20106.0;A
2016;41;00;NC000;ANDALUCES;194.0;A
2016;41;00;00;ANDALUCES;37473.0;A
2016;41;01;04;ANDALUCES;23.0;A
2016;41;01;11;ANDALUCES;201.0;A
2016;41;01;14;ANDALUCES;102.0;A
2016;41;01;18;ANDALUCES;61.0;A
2016;41;01;21;ANDALUCES;103.0;A
2016;41;01;23;ANDALUCES;51.0;A
2016;41;01;29;ANDALUCES;75.0;A
2016;41;01;41;ANDALUCES;7001.0;A
2016;41;01;C01;ANDALUCES;7617.0;A
2016;41;01;C02;ANDALUCES;825.0;A
2016;41;01;66;ANDALUCES;9961.0;A
2016;41;01;NC000;ANDALUCES;90.0;A
2016;41;01;00;ANDALUCES;18493.0;A
2016;41;06;04;ANDALUCES;23.0;A
2016;41;06;11;ANDALUCES;169.0;A
2016;41;06;14;ANDALUCES;87.0;A
2016;41;06;18;ANDALUCES;66.0;A
2016;41;06;21;ANDALUCES;118.0;A
